STATION,NAME,DESCRIPTION,LATITUDE,LONGITUDE,STATUS,FIRST_YEAR,LAST_YEAR,TOTAL_YEARS,MISS_YEARS
06009701702,Little Rouge Creek,"9Th Ln,  N. Of 16Th Ave, ,N. Of Markham",43.91091389,-79.24298098,I,1973,1974,2,0
06009701802,Bruce Creek,"Major Mackenzie Dr,  W. Of Kennedy Rd.,",43.89673301,-79.32307036,A,2002,2021,20,0
06009900102,Petticoat Creek,"On Finch West Of Sideline 32,",43.83429289,-79.14780061,I,1973,1976,3,1
06010400102,Duffins Creek,"Bayly St,  Between Church And Westney,Ajax",43.83918989,-79.03983861,A,1964,2021,53,5
06010400202,Duffins Creek,"Conc 5,  Btwn Brock And Westney, ,Sw Of Greenwood",43.90872114,-79.06856873,I,1966,1995,9,21
06010400302,Duffins Creek,"Downstream Ajax Stp,",43.83254876,-79.03631998,I,1968,1981,13,1
06010400502,Duffins Creek,"Kingston St,  Hwy 2,  Pickering Village,",43.85294789,-79.06191186,I,1972,1995,12,12
06010400602,Duffins Creek,"Taunton Rd,  N. Of Pickering,",43.89140076,-79.05901598,I,1972,1976,5,0
06010400702,Duffins Creek,"Highway 7 Greenwood,",43.92867539,-79.07382473,I,1972,1995,6,18
06010400802,Mitchell Creek,"Brock Rd,  Between Conc 8 And 9,S. Of Claremont",43.96144701,-79.12565398,A,1972,2021,27,23
06010400902,West Duffins Creek,"Whites Rd,  Clarkes Hollow,",43.87131789,-79.13304098,I,1972,1995,7,17
06010401002,West Duffins Creek,"Highway 7 Green River,",43.90173839,-79.18111536,I,1972,1995,8,16
06010401102,Stouffville Creek,"Downstream Stouffville Stp.,",43.96726664,-79.24266973,I,1972,1995,24,0
06010401202,Stouffville Creek,"Bethesda Rd,  N. Of Stouffville,",43.98911664,-79.25397936,I,1972,1995,24,0
06010401302,West Duffins Creek,"Valley Farm Rd,  N. Of Finch Ave,",43.84981576,-79.08610998,I,1974,1995,5,17
06010401402,West Duffins Creek,"Sideline 32,  N. Of Hwy 7,",43.91576289,-79.17945686,I,1973,1995,5,18
06010401502,Reesor Creek,"Sideline 34,  225M S. Of Conc 8, ,W. Of Atha Road",43.93562801,-79.20092098,I,1974,1995,17,5
06010401602,Reesor Creek,"Conc 9,  E Of Sideline 34, ,Se Of Stouffville",43.95440576,-79.20783273,I,1974,1995,17,5
06010401702,West Duffins Creek,"Conc 9,  E. Of Sideline 30, ,N. Of Atha Road",43.95863664,-79.18909711,I,1974,1995,4,18
06010401802,Wixon Creek,"Conc 9,  W. Of Sideline 28, ,N. Of Atha Road",43.96030314,-79.18168036,I,1974,1995,4,18
06010401902,West Duffins Creek,"Railroad Bridge Off Conc 3 And,Dixie Rd",43.86264139,-79.11045936,I,1973,1974,2,0
06010402002,West Duffins Creek,"Uxbridge-Pickering Townline, ,E. Of Altona",43.97642564,-79.19599973,I,1973,1995,3,20
06010402102,Wixon Creek,"Uxbridge-Pickering Townline, ,E. Of Sideline 26",43.98099376,-79.17578686,I,1973,1995,3,20
06010402202,Ganateskiagon Creek,"Taunton Rd,  W. Of Brock Rd.,",43.88236451,-79.09886723,I,1973,1996,10,14
06010402302,Ganateskiagon Creek,"Conc. 3,  W. Of Brock Rd.,",43.86687201,-79.08601361,I,1973,1996,4,20
06010402402,Ganateskiagon Creek,"Brock Rd,  S. Of Conc. 3,",43.86285064,-79.08098961,I,1974,1996,9,14
06010402502,West Duffins Creek,"Brock Rd,  N. Of Finch Ave,",43.85091976,-79.07581986,I,1973,1995,3,20
06010402602,Urfe Creek,"Rossland Rd W,  Between,Brock Rd And Church St",43.86966251,-79.07429473,I,1973,1996,8,16
06010402702,Duffins Creek,"Rossland Rd,  W. Of Church St,",43.87148426,-79.06518286,I,1973,1995,3,20
06010402802,Brougham Creek,"Conc 5,  Between Brock And Westney,",43.90775564,-79.07291786,I,1973,1996,19,5
06010402902,Mitchell Creek,"Sideline 12,  N. Of Conc 7,",43.95051114,-79.08526011,I,1973,1995,3,20
06010403002,Mitchell Creek,"From Dead End Of Conc 8, ,E. Of Brock Rd",43.95976801,-79.10396836,I,1973,1995,3,20
06010403102,Duffins Creek,"Conc 8,  E. Of Westney Rd N,",43.96499589,-79.08126973,I,1973,1996,4,20
06010403202,Duffins Creek,"Conc 9,  E. Of Westney Rd N,",43.98428689,-79.07836061,I,1973,1995,3,20
06010403302,Mitchell Creek Tributary,"Of Sideline 22,  W. Of Claremont,",43.97252726,-79.15650298,I,1973,1973,1,0
06010403402,West Duffins Creek,"Sideline 30,  1Km N. Of Conc 9,",43.96774889,-79.19336861,I,1973,1995,3,20
06010403502,West Duffins Creek,"Altona Dam,  S. Of Pickering-,Uxbridge Townline",43.97384564,-79.19369036,I,1973,1973,1,0
06010403602,West Duffins Creek,"Webb Rd. Glasgow,",43.99471301,-79.20043436,I,1973,1995,3,20
06010403702,Reesor Creek,"Conc 8,  W. Of Sideline 34,W. Of Atha Road",43.93716151,-79.20343036,I,1973,1995,3,20
06010403802,West Duffins Creek,"Conc 8,  W Of Sideline 28,  Atha Road,",43.94361114,-79.17495586,I,1973,1995,3,20
06010404002,West Duffins Creek,"Conc 7 At North Rd,  Ne Of Green River,",43.92406451,-79.17271511,I,1973,1995,3,20
06010404102,West Duffins Creek Tributary,"North Rd,  S. Of Con 7,  Ne Of Green River,",43.92096926,-79.17104273,I,1973,1995,3,20
06010404202,Reesor Creek,"Conc 7,  W Of Cpr Tracks,  E. Of,Sideline 34",43.92009964,-79.18883473,I,1973,1995,3,20
06010404302,West Duffins Creek,"Whitevale Rd,  Whitevale,",43.88734989,-79.16204811,I,1973,1995,3,20
06010404402,West Duffins Creek,"Whitevale Dam,  N. Of Whitevale Rd,",43.89084264,-79.16770486,I,1973,1973,1,0
06010404502,West Duffins Creek,"W. Off Golf Club Rd,  S. Of Whitevale,",43.88143639,-79.15307836,I,1973,1974,2,0
06010404602,Urfe Creek,"Old Taunton Rd,  E. Of Brock Rd,",43.88343951,-79.08499136,I,1976,1996,4,17
06010404702,Urfe Creek,"Hwy 7 At Sideline 20,  W. Of Brougham,",43.91709389,-79.11324861,I,1976,1996,3,18
06010404802,Brougham Creek,"Hwy 7,  100M W. Of Brock Rd,  Brougham,",43.91841314,-79.10794948,I,1976,1996,4,17
06010404902,Ganateskiagon Creek,"Hwy 7,  W. Of Sideline 24,  W. Of Brougham,",43.91149951,-79.13896711,I,1976,1996,3,18
06010405002,Brougham Creek,"Brock Rd.S Of Highway 7,  Brougham,",43.91634876,-79.10550161,I,1980,1980,1,0
06010405102,Brougham Creek,"North Of Conc.5,  In Landfill Site,",43.91448826,-79.08302948,I,1980,1995,6,10
06010405202,Brougham Cr.Trib.,"Hwy 7,  400M E. Of Sideline 14, ,E. Of Brougham",43.92514426,-79.08068286,I,1980,1984,5,0
06010405502,Duffins Creek,"Taunton Rd,  N. Of Ajax,",43.89140076,-79.05901598,I,1995,1995,1,0
06010405602,Urfe Creek,"Brock Rd,  N Of Taunton Rd,",43.89430139,-79.09393761,I,1995,1996,2,0
06010405702,Urfe Creek,"Whitevale Rd,  W Of Brock Rd, ,S. Of Brougham",43.90143489,-79.10019611,I,1995,1996,2,0
06010405902,Stouffville Creek,"York-Durham Ln,  Se Of Stouffville,",43.94653801,-79.21133686,I,1995,1995,1,0
06010406002,Stouffville Creek,"Reesor Rd,  S Of Stouffville,",43.95068514,-79.22649673,I,1995,1995,1,0
06010406102,Stouffville Creek,"19Th Ave,  S. Of Stouffville,",43.95543464,-79.23212173,I,1995,1995,1,0
06010406202,Stouffville Creek,"Main St,  Upstream Stp,  Stouffville,",43.97112351,-79.24791511,I,1995,1995,1,0
06010406302,Stouffville Creek,"Millard St,  Outlet Of Stouffville,Reservoir",43.97700614,-79.24995311,I,1995,1995,1,0
06010406402,Ressor Creek,"York Durham Line,  Stouffville,",43.97820351,-79.22248386,I,1995,1995,1,0
06010406502,Ressor Creek,"Uxbridge Pickering Townline, ,E. Of Stouffville",43.97297014,-79.21111998,I,1995,1995,1,0
06010406602,Michell Creek,"Conc 9,  E. Of Sideline 20, ,Claremont",43.97055789,-79.13666386,I,1995,1995,1,0
06010406702,Duffins Creek Tributary,"Sideline 14,  1Km N. Of Con 9, ,W. Of Claremont",43.98526039,-79.11442711,I,1995,1995,1,0
06010406802,Wixon Creek Tributary,"Uxbridge-Pickering Townline, ,E. Of Conc 3",43.98242901,-79.16958298,I,1995,1995,1,0
06010406902,Mitchell Creek Tributary,"Uxbridge-Pickering Townline, ,450M E. Of Sideline 24",43.98423526,-79.16186498,I,1995,1995,1,0
06010407002,Mitchell Creek Tributary,"Uxbridge-Pickering Townline, ,500M E. Of Sideline 20",43.98885789,-79.14187961,I,1995,1995,1,0
06010407102,Mitchell Creek Tributary,"Uxbridge-Pickering Townline, ,350M W. Of Brock Rd",43.99081801,-79.13349898,I,1995,1995,1,0
06010407202,Duffins Creek Tributary,"Uxbridge-Pickering Townline, ,1.1Km E. Of Brock Rd",43.99477551,-79.11663086,I,1995,1995,1,0
06010407302,Seep To Trib. Duffins Ck.,"At Ux-Pkg Twnin 1100M E.,",44.00281001,-79.11566186,I,1995,1995,1,0
06010407402,Duffins Creek,"Conc 7 300M N. Of Railroad,  Glen Major,",43.99931514,-79.06660498,I,1995,1995,1,0
06010407502,Trib To Duffins Cr.,"At Durham 5,  950M E. Of Westney Rd.,",43.98245576,-79.08613611,I,1995,1995,1,0
06010407602,Trib. To Duffins Ck.,"@ Durham 5,  400M E. Of Westney Rd.,",43.98392489,-79.07990611,I,1995,1995,1,0
06010407702,Trib To Duffins Ck.,"At Durham 5,  150M E. Of Westney Rd.,",43.98171976,-79.08940986,I,1995,1995,1,0
06010407802,Trib To Duffins Ck,"At Durham 5,  25M E. Of Westney Rd.,",43.98141551,-79.09076623,I,1995,1995,1,0
06010407902,Trib To Michell Ck,"At Durham 5,  300M W. Of S/1 20,",43.96878014,-79.14406261,I,1995,1995,1,0
06010408002,Ressor Ck,"York-Durham Ln And Bethesda Rd.,W. Of Glasgow",43.99441626,-79.22958111,I,1995,1995,1,0
06010408102,Mitchell Creek Tributary,"Sideline 20,  1.1Km S. Of Con 9, ,Sw Of Claremont",43.95999951,-79.13595723,I,1995,1995,1,0
06010408202,Michell Ck.,"Sideline 20,  650M S. Of Conc 9, ,Sw Of Claremont",43.96402876,-79.13771936,I,1995,1995,1,0
06010408302,Brougham Creek Tributary,"Sideline 14,  750M S. Of Conc 8, ,Se Of Claremont",43.95037201,-79.09601511,I,1995,1995,1,0
06010408402,Michell Ck.,"Sideline 14,  1.1Km S. Of Conc 8, ,Se Of Claremont",43.95411076,-79.09773936,I,1995,1995,1,0
06010408502,Duffins Creek,"Conc 7,  700M W. Of Westney Rd, ,Nw Of Greenwood",43.94599101,-79.08125998,I,1995,1995,1,0
06010408602,West Duffins Creek Tributary,"Markham Pickering Townline, ,Nw Of Green River",43.90775239,-79.19374511,I,1995,1995,1,0
06010408702,Brougham Creek Tributary,"Hwy 7,  400M E. Of Sideline 14,E. Of Brougham",43.92514426,-79.08068286,I,1995,1996,2,0
06010408802,Brougham Creek Tributary,"Hwy 7,  250M E. Of Sideline 16, ,E. Of Brougham",43.92222339,-79.09247136,I,1995,1996,2,0
06010408902,Wixon Creek,"Conc 3,  N. Of Uxbridge-Pickering,Townline",43.98426739,-79.17408661,I,1995,1995,1,0
06010409002,Urfe Creek,"Whitevale Rd,  400M W. Of Brock Rd, ,S. Of Brougham",43.90096251,-79.10226048,I,1995,1996,2,0
06010409102,Millers Creek,"Kingston Rd W,  Ajax,",43.85895576,-79.03582523,I,1995,1995,1,0
06010409202,Trib. To Duffins Cr.,"At Westney Rd.,  1Km N. Of Durham 5,",43.97475589,-79.08839311,I,1995,1995,1,0
06010409302,Trib. To Duffins Cr.,"At Westney Rd. 550M S. Of Ux-Pkg Twnin,",43.98180801,-79.09138336,I,1995,1995,1,0
06010409402,Trib. To Brougham Ck.,"At S/1 14,  600M S. Of Durham 31,",43.93796189,-79.09175786,I,1995,1995,1,0
06010409502,Trib. To Duffins Cr.,"At S/1 8,  675M N. Of Conc 8,",43.97236976,-79.07660086,I,1995,1996,2,0
06010409602,Trib. To Duffins Ck.,"At Greenwood Rd.,  675M N. Of Whitevale,",43.91542726,-79.06988548,I,1995,1995,1,0
06010409702,Trib. To W. Duffins Cr.,"150M Nw Of Taunton Rd.,",43.87450889,-79.13458023,I,1995,1995,1,0
06010409802,Trib. To W. Duffins Cr.,"E. Of Golf Course,  Upstr.,",43.87527476,-79.13745311,I,1995,1995,1,0
06010409902,Miller'S Cr.,"@ Jackwin Dr.,  W. Of Jallan Dr. (N.Of 40,",43.84919614,-79.04509086,I,1995,1995,1,0
06010410002,Mitchell Creek,"@ Hoxton St. 225M W. Of Old Brock Rd.,",43.98342726,-79.13448873,I,1995,1995,1,0
06010410102,Brougham Creek,"W.Branch Confl. Nw Of Greenwood Ca,",43.91184476,-79.08101523,I,1995,1995,1,0
06010410202,Brougham Creek,"E. Branch Confl Nw Of Greenwood Ca,",43.91172776,-79.08053373,I,1995,1995,1,0
06010410302,Wixon Creek,"W.Branch 100M N. Of Pick-Ux Twnin,",43.98173414,-79.17618773,I,1995,1995,1,0
06010410402,Seep At Scarp,"500M Upstr. Of Train Bridge Near Dixie,",43.86324614,-79.11681973,I,1995,1995,1,0
06010410502,Seep At Scarp,"800M Upstr. Of Train Bridge Near Dixie,",43.86633476,-79.11721761,I,1995,1995,1,0
06010410602,Seep At Scarp,"At Golf Course Upstr Of Clarkes Hollow,",43.87390139,-79.14161723,I,1995,1995,1,0
06010410702,Seep At Scarp,"Upstr. End,  Clarkes Hollow,  N. Side,",43.87303914,-79.13884236,I,1995,1995,1,0
06010410802,Stouffville,"Wpcp Outflow,",43.96713451,-79.24263423,I,1995,1995,1,0
06010410902,Seep At Scarp,"50M S. Of Clarke'S Hollow,",43.87125101,-79.13149986,I,1995,1995,1,0
06010411002,Duffins Creek,"Conc 7 500M N. Of Glen Major,",44.01405839,-79.07363948,I,1995,1995,1,0
06010411102,Trib To Duffins Creek,"Conc 7 At Glen Major,",44.00627339,-79.06727111,I,1995,1995,1,0
06010411202,Wixon Creek,"At Webb Road,",44.00140526,-79.17084523,I,1995,1995,1,0
06010411302,West Duffins Creek,"At Conc 3,",44.01207976,-79.18569348,I,1995,1995,1,0
06010411402,Trib To West Duffins,"At Secord Road.,  300M East,",44.01555276,-79.18666673,I,1995,1995,1,0
06010411502,Trib To Duffins Creek,"1.6Km W. Of Conc 6,  On Ux-Pkg,",44.00300039,-79.08083136,I,1995,1995,1,0
06010411602,Trib To Duffins Creek,"1.61Km W. Of Conc 6 On Ex-Pkg Twnin (Foo,",44.00301714,-79.08075598,I,1995,1995,1,0
06010411702,Trib To Duffins Creek,"1.7Km W. Of Conc 6,  On Ux-Pkg,",44.00295101,-79.08172573,I,1995,1995,1,0
06010411802,Dug Well,"House At Entrance To Secord'S Point,",44.01595886,-79.18260669,I,1995,1995,1,0
06010411902,Se Tributary To Secord'S Pond,"100M Upstream,",44.01603914,-79.17682186,I,1995,1995,1,0
06010412002,Duffins,"Nw Tributary To Secord'S Pond,",44.01842064,-79.17917198,I,1995,1995,1,0
06010412102,Small Trib To Secord'S Pond,"Near Se Tributary,",44.01559889,-79.17782548,I,1995,1995,1,0
06010700102,Carruthers Creek,"First Road East Of Ajax Town Line,",43.83168476,-78.99141761,I,1964,1994,31,0
06010700202,Carruthers Creek,"Bayly St,  25M E. Of Shoal Point Rd,Ajax",43.84831889,-78.99885436,I,2002,2003,2,0
06010800102,Lynde Creek,"Victoria St W,  Whity,",43.85667164,-78.96067786,A,1964,2021,47,11
06010800202,Lynde Creek,"Baldwin St S,  N. Of Taunton Rd, ,S. Of Brooklin",43.93360664,-78.96188898,A,1977,2021,21,24
06010800302,Lynde Creek,"County Road 3 East Of Highway No.12,",43.95426726,-78.95821911,I,1977,1988,4,8
06010800402,Lynde Creek,"1St.Conc.West Of Hwy.7-12 N.Of Brooklin,",43.96217364,-78.96444586,I,1977,1994,7,11
06010900102,Pringle Creek,"At Brock Street Town Of Whitby,",43.85634001,-78.93202461,I,1964,1987,9,15
06010900302,Pringle Creek,"Watson Street,  Whitby,",43.86022726,-78.92877661,I,1972,1994,21,2
06011100102,Oshawa Creek,"Simcoe Street South,  Oshawa,",43.86655551,-78.83083586,I,1964,2014,45,6
06011100202,Montgomery Creek,"At Harbour Road Oshawa,",43.87122939,-78.82956686,I,1966,2007,30,12
06011100302,Oshawa Creek West,"Conlin Road W,  N. Of Oshawa,",43.94620801,-78.90366111,A,2003,2021,19,0
06011100502,Oshawa Creek,"Nassau St,  N. Of Greenwood,  Oshawa,",43.88694051,-78.86653861,I,2007,2007,1,0
06011100602,Oshawa Creek East,"Ritson Rd, S Of Winchester Rd, N.Of Oshawa,",43.96983426,-78.88430211,I,2007,2007,1,0
06011100702,Oshawa Creek East,"Concession Rd 9,  W. Of Enfield Rd,",44.01754514,-78.84541986,I,2007,2007,1,0
06011100802,Oshawa Creek,"Oshawa Creek,  Thomas St,Oshawa",43.86819778,-78.84614457,A,2014,2021,8,0
06011200102,Harmony Creek,"At Bloor Street East Oshawa,",43.88719814,-78.82463498,I,1964,1981,18,0
06011200202,Farewell Creek,"Downstream From Oshawa Stp,",43.87990001,-78.82109998,I,1968,1994,13,14
06011200302,Farewell Creek,"Colonel Sam Dr,  Oshawa,",43.88073326,-78.82148323,A,1980,2021,35,7
06011200602,Black Creek,"Trulls Rd,  Clarington,",43.91156526,-78.78870536,A,2003,2021,19,0
06011600102,Bowmanville Creek,"West Beach Road,  Bowmanville,",43.89429201,-78.67502098,A,1964,2021,52,6
06011600202,Soper Brook,"West Beach Road Bowmanville,",43.89522814,-78.67232773,I,1967,2003,29,8
06011600302,Soper Brook,"Highway 2,  Bowmanville,",43.91251926,-78.66627998,I,1968,1990,23,0
06011600502,Bowmanville Creek,"Mill St,  Hampton Conservation Area,",43.96982076,-78.74749473,A,2003,2021,19,0
06011600602,Bowmanville Creek,"Reg Rd 20,  Long Sault Conservation Area,",44.04234326,-78.73804536,A,2003,2021,18,0
06011700102,Wilmot Creek,"Highway 401,  2 Miles West Of Newcastle,",43.90702801,-78.60388036,I,1965,1988,10,14
06011700202,Orono Creek,"Squires Rd,  Sw Of Orono,",43.95709651,-78.61934198,A,1964,2021,47,11
06011700302,Wilmot Creek,"Reg Rd 2,  1.5 Km W. Of Newcastle,",43.91289539,-78.60870623,A,1973,2021,44,5
06011800102,Graham Creek,"Mill St S,  Newcastle,  1St Bridge,Upstrm L. Ont.",43.90606064,-78.58288086,A,1964,2021,51,7
06012900102,Ganaraska River,"Peter St,  Port Hope,",43.94788839,-78.29237698,A,1965,2021,52,5
06012900202,Ganaraska River,"Sokays Rd,  N. Of Osaca,",44.01504376,-78.43750386,A,1974,2021,21,27
06012900302,Ganaraska River,"At Hwy No. 401,",43.96955589,-78.29408848,I,1982,1988,6,1
06012900402,North Ganaraska River,"7Th Ln. Hope Twp. W. Of Perrytown,",44.03583326,-78.40733048,I,2007,2007,1,0
06012900502,Ganaraska River,"Sylvan Glen Rd.,  E Of Dale,",43.99061964,-78.32816023,A,2002,2021,20,0
06012900602,Ganaraska River Tributary,"4Th Ln,  W. Of Sylvan Glen Rd,",43.99554626,-78.33548136,I,2007,2007,1,0
06012900702,North Ganaraska River,"4Th Ln,  E. Of Cnty Rd 10,",43.99682901,-78.34996161,I,2007,2007,1,0
06012900802,Ganaraska River Tributary,"4Th Ln,  E. Of Knoxville Rd,  Nw Of Dale,",44.00102514,-78.31412598,I,2007,2007,1,0
06012900902,North Ganaraska River,"Newtonville Rd,   N.Of Conc Rd 6, Kendal,",44.02189364,-78.52701398,I,2007,2007,1,0
06012901002,Ganaraska River,"Cnty Rd 10,  N.Ganaraka Rd, S. Thomstown,",44.05987139,-78.39422661,I,2007,2007,1,0
06012901102,Ganaraska River Tributary,"Nw Branch,  Sokays Rd,  N. Of Osaca,",44.01726226,-78.43862736,I,2007,2007,1,0
06013000102,Gage Creek,"Reg Rd 2,  2Km E. Of Port Hope,",43.95566151,-78.26639348,A,1964,2021,53,5
06013300102,Cobourg Brook,"King Street Coubourg,",43.95868651,-78.18173673,I,1964,1979,16,0
06013300202,Cobourg Creek,"At Fish Pond Township Of Hamilton,",43.99763439,-78.19941148,I,1965,1969,5,0
06013300302,Cobourg Creek,"At Ontario Street & Precious Corners,",44.00733489,-78.19855798,I,1965,1969,5,0
06013300402,Cobourg  Brook,"At Park S. Of Fourth St.,  Cobourg,",43.95586776,-78.17994311,A,1979,2021,38,5
06013300502,Cobourg Creek West,"Telephone Road,",43.98844226,-78.21093061,A,2002,2021,20,0
06013900102,Brookside Creek,"At Concession Road East Of Brookside,",43.98711201,-78.07344211,I,1965,1983,8,11
06013900202,Brookside Creek,"Highway 2 1.5 Miles East Of Brookside,",43.98138451,-78.07285311,I,1972,1998,27,0
06014100102,Grafton Creek,"At Concession Road South Of Grafton,",43.97234264,-78.02390898,I,1964,1971,8,0
06014200102,Shelter Valley Brook,"At Concession Road South Of Grafton,",43.97636464,-78.00609886,I,1971,2020,30,21
06014200202,Shelter Valley Brook,"Shelter Valley Rd,  N Of Hwy 401 (Ag-7),",44.02557151,-77.99114073,I,1975,1977,3,0
06014600102,Colborne Creek,"At Bridge In Lakeport,",43.98715926,-77.90073923,I,1964,1998,35,0
06014800102,Salem Creek,"First Road Upstream From Lake Ontario,",44.00415301,-77.83750611,I,1964,1983,20,0
06015100102,Proctors Creek,"Road To Highway 33,  Brighton,",44.02803326,-77.72429573,I,1964,1998,33,2
06015200102,Smithfield Creek,"County Road 64 Near Lovett,",44.04097976,-77.67093423,I,1964,1990,27,0
06015700102,Consecon Creek,"At Mill Dam Consecon,",43.99636176,-77.5180321,A,1975,2021,42,4
06015700202,Consecon Creek,"At County Road 2 Allisonville,",44.02755014,-77.36702185,I,1975,2001,25,2
06015700302,Consecon Creek,"At Highway 14,",44.03077901,-77.28512935,A,1975,2021,42,4
06015900102,Slab Creek,"Loyalist Pkwy,  Hwy 33,  S. Of Consecon,",43.97443214,-77.4564001,A,2005,2021,16,0
06016300102,Bloomfield Creek,"At Church Street Bloomfield,",43.97329951,-77.2464741,A,1975,2021,42,4
06016400102,Warring Creek,"At Westlake Rd.,",43.96476139,-77.23436973,A,1988,2021,29,4
06017200102,Black River,"At County Road 17,",43.93569101,-77.09041548,A,1975,2021,42,4
06018000102,Millhaven Creek,"At Highway 33 Millhaven,",44.19387364,-76.74035073,I,1964,1971,8,0
06018000202,Millhaven Creek,"County Road 5,  Sydenham,",44.40682139,-76.60128585,A,1967,2021,21,34
06018000302,Millhaven Creek,"First Concession Road North Of Millhaven,",44.21406026,-76.78015448,A,1967,2021,18,37
06018000402,Millhaven Creek,"Lucas Rd,  Dwnstr Odessa,",44.26148364,-76.7270116,I,1972,2014,43,0
06018000502,Millhaven Creek,"Cnty Rd 6,  Upstrm Odessa,",44.28516626,-76.7167336,I,1972,2014,43,0
06018300102,Collins Creek,"At Highway 33,",44.23874364,-76.6155661,I,1964,1967,4,0
06018300202,Collins Creek,"Woodbine Rd,  N. Of Collins Bay,",44.25642601,-76.61269673,A,1967,2021,43,12
07000000101,Havilland Bay (Whitefish Bay),"Near M.N.R. Camp Grounds,",46.81752077,-84.40773524,I,1978,1981,4,0
