STATION,DATE_YYYYMMDD,TIME_HH:MM,PARM_DESCRIPTION,UNITS,RESULT,PARM
6007601002,2012-09-26,8:50,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.2,MGUT
6007601002,2012-09-26,8:50,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,1.71,KKUT
6007601002,2012-09-26,8:50,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,35.1,NAUT
6007601002,2012-09-26,8:50,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,66.2,CLIDUR
6007601002,2012-09-26,8:50,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.016,NNHTUR
6007601002,2012-09-26,8:50,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.669,NNOTUR
6007601002,2012-09-26,8:50,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,70.9,CAUT
6007600302,2012-10-31,10:35,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,71.7,CAUT
6007600302,2012-10-31,10:35,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,39.3,NAUT
6007600302,2012-10-31,10:35,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.71,KKUT
6007600302,2012-10-31,10:35,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,17.4,MGUT
6007600302,2012-10-31,10:35,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.48,NNOTUR
6007600302,2012-10-31,10:35,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.016,NNHTUR
6007600302,2012-10-31,10:35,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,65.2,CLIDUR
6007601702,2012-10-31,11:15,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,69.0,CAUT
6007601702,2012-10-31,11:15,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.71,NNOTUR
6007601702,2012-10-31,11:15,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.018,NNHTUR
6007601702,2012-10-31,11:15,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,65.1,CLIDUR
6007601702,2012-10-31,11:15,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.06,KKUT
6007601702,2012-10-31,11:15,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,38.0,NAUT
6007601702,2012-10-31,11:15,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,16.5,MGUT
6007605002,2012-10-31,12:10,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,46.7,NAUT
6007605002,2012-10-31,12:10,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.52,KKUT
6007605002,2012-10-31,12:10,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,63.7,CAUT
6007605002,2012-10-31,12:10,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,15.2,MGUT
6007605002,2012-10-31,12:10,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.2,NNOTUR
6007605002,2012-10-31,12:10,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,74.8,CLIDUR
6007605002,2012-10-31,12:10,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.023,NNHTUR
6007600602,2012-10-31,7:35,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.07,NNOTUR
6007600602,2012-10-31,7:35,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,13.8,MGUT
6007600602,2012-10-31,7:35,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.03,KKUT
6007600602,2012-10-31,7:35,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,95.5,NAUT
6007600602,2012-10-31,7:35,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,147.0,CLIDUR
6007600602,2012-10-31,7:35,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.051,NNHTUR
6007600602,2012-10-31,7:35,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,70.3,CAUT
6007602302,2012-10-31,7:45,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,111.0,CLIDUR
6007602302,2012-10-31,7:45,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.034,NNHTUR
6007602302,2012-10-31,7:45,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.888,NNOTUR
6007602302,2012-10-31,7:45,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,70.0,CAUT
6007602302,2012-10-31,7:45,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,13.9,MGUT
6007602302,2012-10-31,7:45,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.64,KKUT
6007602302,2012-10-31,7:45,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,68.9,NAUT
6007601802,2012-10-31,8:20,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,39.8,NAUT
6007601802,2012-10-31,8:20,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,1.91,KKUT
6007601802,2012-10-31,8:20,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,15.6,MGUT
6007601802,2012-10-31,8:20,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,63.7,CAUT
6007601802,2012-10-31,8:20,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.811,NNOTUR
6007601802,2012-10-31,8:20,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.028,NNHTUR
6007601802,2012-10-31,8:20,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,65.8,CLIDUR
6007601002,2012-10-31,9:00,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,67.8,CAUT
6007601002,2012-10-31,9:00,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,15.9,MGUT
6007601002,2012-10-31,9:00,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.01,KKUT
6007601002,2012-10-31,9:00,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,31.8,NAUT
6007601002,2012-10-31,9:00,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,55.0,CLIDUR
6007601002,2012-10-31,9:00,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.021,NNHTUR
6007601002,2012-10-31,9:00,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.756,NNOTUR
6007600302,2012-11-28,10:50,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.54,NNOTUR
6007600302,2012-11-28,10:50,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.013,NNHTUR
6007600302,2012-11-28,10:50,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,93.1,CLIDUR
6007600302,2012-11-28,10:50,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,82.4,CAUT
6007600302,2012-11-28,10:50,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,54.4,NAUT
6007600302,2012-11-28,10:50,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.55,KKUT
6007600302,2012-11-28,10:50,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,24.7,MGUT
6007601702,2012-11-28,11:30,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,92.5,CLIDUR
6007601702,2012-11-28,11:30,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.017,NNHTUR
6007601702,2012-11-28,11:30,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.24,NNOTUR
6007601702,2012-11-28,11:30,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,53.7,NAUT
6007601702,2012-11-28,11:30,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.48,KKUT
6007601702,2012-11-28,11:30,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,24.4,MGUT
6007601702,2012-11-28,11:30,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,82.7,CAUT
6007605002,2012-11-28,12:25,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,83.0,CAUT
6007605002,2012-11-28,12:25,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.79,NNOTUR
6007605002,2012-11-28,12:25,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.016,NNHTUR
6007605002,2012-11-28,12:25,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,116.0,CLIDUR
6007605002,2012-11-28,12:25,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,24.6,MGUT
6007605002,2012-11-28,12:25,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.24,KKUT
6007605002,2012-11-28,12:25,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,65.3,NAUT
6007600602,2012-11-28,7:35,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,149.0,NAUT
6007600602,2012-11-28,7:35,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,4.54,KKUT
6007600602,2012-11-28,7:35,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,82.1,CAUT
6007600602,2012-11-28,7:35,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.15,NNOTUR
6007600602,2012-11-28,7:35,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.457,NNHTUR
6007600602,2012-11-28,7:35,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,245.0,CLIDUR
6007600602,2012-11-28,7:35,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,23.7,MGUT
6007602302,2012-11-28,7:50,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,91.5,CAUT
6007602302,2012-11-28,7:50,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,24.7,MGUT
6007602302,2012-11-28,7:50,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,4.67,KKUT
6007602302,2012-11-28,7:50,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,140.0,NAUT
6007602302,2012-11-28,7:50,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.44,NNOTUR
6007602302,2012-11-28,7:50,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,241.0,CLIDUR
6007602302,2012-11-28,7:50,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.364,NNHTUR
6007601802,2012-11-28,8:30,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.07,NNHTUR
6007601802,2012-11-28,8:30,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,121.0,CLIDUR
6007601802,2012-11-28,8:30,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.3,NNOTUR
6007601802,2012-11-28,8:30,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,65.5,NAUT
6007601802,2012-11-28,8:30,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.6,KKUT
6007601802,2012-11-28,8:30,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,22.2,MGUT
6007601802,2012-11-28,8:30,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,79.4,CAUT
6007601002,2012-11-28,9:05,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,22.3,MGUT
6007601002,2012-11-28,9:05,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,1.77,KKUT
6007601002,2012-11-28,9:05,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,37.0,NAUT
6007601002,2012-11-28,9:05,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,68.2,CLIDUR
6007601002,2012-11-28,9:05,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.012,NNHTUR
6007601002,2012-11-28,9:05,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.21,NNOTUR
6007601002,2012-11-28,9:05,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,78.9,CAUT
6007601002,2013-01-30,10:25,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.12,NNOTUR
6007601002,2013-01-30,10:25,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.087,NNHTUR
6007601002,2013-01-30,10:25,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,77.3,NAUT
6007601002,2013-01-30,10:25,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,66.4,CAUT
6007601002,2013-01-30,10:25,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,122.0,CLIDUR
6007601002,2013-01-30,10:25,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.65,KKUT
6007601002,2013-01-30,10:25,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,15.7,MGUT
6007600302,2013-01-30,12:28,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,63.8,CAUT
6007600302,2013-01-30,12:28,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,84.7,CLIDUR
6007600302,2013-01-30,12:28,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.44,NNOTUR
6007600302,2013-01-30,12:28,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.158,NNHTUR
6007600302,2013-01-30,12:28,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,49.1,NAUT
6007600302,2013-01-30,12:28,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,13.1,MGUT
6007600302,2013-01-30,12:28,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.44,KKUT
6007601702,2013-01-30,13:10,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.59,KKUT
6007601702,2013-01-30,13:10,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,10.3,MGUT
6007601702,2013-01-30,13:10,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,146.0,CLIDUR
6007601702,2013-01-30,13:10,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,61.0,CAUT
6007601702,2013-01-30,13:10,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,86.8,NAUT
6007601702,2013-01-30,13:10,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.146,NNHTUR
6007601702,2013-01-30,13:10,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.35,NNOTUR
6007605002,2013-01-30,13:56,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,9.8,MGUT
6007605002,2013-01-30,13:56,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,160.0,NAUT
6007605002,2013-01-30,13:56,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.175,NNHTUR
6007605002,2013-01-30,13:56,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.35,NNOTUR
6007605002,2013-01-30,13:56,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.7,KKUT
6007605002,2013-01-30,13:56,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,63.9,CAUT
6007605002,2013-01-30,13:56,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,258.0,CLIDUR
6007600602,2013-01-30,8:12,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,467.0,CLIDUR
6007600602,2013-01-30,8:12,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,57.4,CAUT
6007600602,2013-01-30,8:12,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.35,NNHTUR
6007600602,2013-01-30,8:12,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,280.0,NAUT
6007600602,2013-01-30,8:12,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,8.28,MGUT
6007600602,2013-01-30,8:12,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.36,KKUT
6007600602,2013-01-30,8:12,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.563,NNOTUR
6007602302,2013-01-30,8:30,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,9.45,MGUT
6007602302,2013-01-30,8:30,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,274.0,NAUT
6007602302,2013-01-30,8:30,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.292,NNHTUR
6007602302,2013-01-30,8:30,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.622,NNOTUR
6007602302,2013-01-30,8:30,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.29,KKUT
6007602302,2013-01-30,8:30,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,59.0,CAUT
6007602302,2013-01-30,8:30,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,448.0,CLIDUR
6007601802,2013-01-30,9:16,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,339.0,CLIDUR
6007601802,2013-01-30,9:16,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,66.7,CAUT
6007601802,2013-01-30,9:16,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,0.969,NNOTUR
6007601802,2013-01-30,9:16,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.176,NNHTUR
6007601802,2013-01-30,9:16,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,219.0,NAUT
6007601802,2013-01-30,9:16,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,12.0,MGUT
6007601802,2013-01-30,9:16,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.55,KKUT
6007600302,2013-02-26,11:20,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.53,NNOTUR
6007600302,2013-02-26,11:20,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.017,NNHTUR
6007600302,2013-02-26,11:20,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,72.0,NAUT
6007600302,2013-02-26,11:20,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,22.0,MGUT
6007600302,2013-02-26,11:20,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.27,KKUT
6007600302,2013-02-26,11:20,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,126.0,CLIDUR
6007600302,2013-02-26,11:20,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,81.8,CAUT
6007601702,2013-02-26,12:05,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.017,NNHTUR
6007601702,2013-02-26,12:05,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.08,NNOTUR
6007601702,2013-02-26,12:05,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,77.0,NAUT
6007601702,2013-02-26,12:05,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,21.9,MGUT
6007601702,2013-02-26,12:05,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.2,KKUT
6007601702,2013-02-26,12:05,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,134.0,CLIDUR
6007601702,2013-02-26,12:05,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,81.3,CAUT
6007605002,2013-02-26,13:15,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,84.3,CAUT
6007605002,2013-02-26,13:15,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,301.0,CLIDUR
6007605002,2013-02-26,13:15,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.54,NNOTUR
6007605002,2013-02-26,13:15,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.014,NNHTUR
6007605002,2013-02-26,13:15,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,183.0,NAUT
6007605002,2013-02-26,13:15,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.04,KKUT
6007605002,2013-02-26,13:15,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.8,MGUT
6007600602,2013-02-26,7:10,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,4.0,KKUT
6007600602,2013-02-26,7:10,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.0,MGUT
6007600602,2013-02-26,7:10,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,247.0,NAUT
6007600602,2013-02-26,7:10,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.074,NNHTUR
6007600602,2013-02-26,7:10,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.19,NNOTUR
6007600602,2013-02-26,7:10,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,412.0,CLIDUR
6007600602,2013-02-26,7:10,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,87.4,CAUT
6007602302,2013-02-26,7:25,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.9,MGUT
6007602302,2013-02-26,7:25,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,232.0,NAUT
6007602302,2013-02-26,7:25,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.097,NNHTUR
6007602302,2013-02-26,7:25,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.34,NNOTUR
6007602302,2013-02-26,7:25,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,385.0,CLIDUR
6007602302,2013-02-26,7:25,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,91.5,CAUT
6007602302,2013-02-26,7:25,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,4.07,KKUT
6007601802,2013-02-26,8:15,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,21.7,MGUT
6007601802,2013-02-26,8:15,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,1.27,KKUT
6007601802,2013-02-26,8:15,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,25.0,NAUT
6007601802,2013-02-26,8:15,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,46.1,CLIDUR
6007601802,2013-02-26,8:15,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,79.7,CAUT
6007601802,2013-02-26,8:15,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.017,NNHTUR
6007601802,2013-02-26,8:15,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,2.39,NNOTUR
6007601002,2013-02-26,8:55,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,128.0,CLIDUR
6007601002,2013-02-26,8:55,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,20.9,MGUT
6007601002,2013-02-26,8:55,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,72.7,NAUT
6007601002,2013-02-26,8:55,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.027,NNHTUR
6007601002,2013-02-26,8:55,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.49,NNOTUR
6007601002,2013-02-26,8:55,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,1.73,KKUT
6007601002,2013-02-26,8:55,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,80.1,CAUT
6007600302,2013-03-27,11:10,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,76.7,CLIDUR
6007600302,2013-03-27,11:10,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,67.5,CAUT
6007600302,2013-03-27,11:10,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.83,NNOTUR
6007600302,2013-03-27,11:10,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.02,NNHTUR
6007600302,2013-03-27,11:10,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,42.7,NAUT
6007600302,2013-03-27,11:10,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,17.1,MGUT
6007600302,2013-03-27,11:10,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.31,KKUT
6007601702,2013-03-27,11:56,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,2.48,KKUT
6007601702,2013-03-27,11:56,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,15.4,MGUT
6007601702,2013-03-27,11:56,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,41.1,NAUT
6007601702,2013-03-27,11:56,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.026,NNHTUR
6007601702,2013-03-27,11:56,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.59,NNOTUR
6007601702,2013-03-27,11:56,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,64.1,CAUT
6007601702,2013-03-27,11:56,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,73.0,CLIDUR
6007605002,2013-03-27,12:56,"MAGNESIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,14.0,MGUT
6007605002,2013-03-27,12:56,"SODIUM,   UNFILTERED TOTAL",MILLIGRAM PER LITER,67.8,NAUT
6007605002,2013-03-27,12:56,"AMMONIUM, TOTAL   UNFIL.REAC",MILLIGRAM PER LITER,0.041,NNHTUR
6007605002,2013-03-27,12:56,"NITRATES TOTAL,   UNFIL.REAC",MILLIGRAM PER LITER,1.58,NNOTUR
6007605002,2013-03-27,12:56,"POTASSIUM,UNFILTERED TOTAL",MILLIGRAM PER LITER,3.07,KKUT
6007605002,2013-03-27,12:56,"CALCIUM, UNFILTERED TOTAL",MILLIGRAM PER LITER,58.9,CAUT
6007605002,2013-03-27,12:56,"CHLORIDE,         UNFIL.REAC",MILLIGRAM PER LITER,114.0,CLIDUR
